constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals
1985;Hillerød, Ullerød Kirke ;Jensen & Thomsen;;18;3;Pedal
1968;Hindborg Kirke ;Th. Frobenius & Sønner;Orgelbyggeriet (typeorgel).;5;1;Pedal
1953;Hjadstrup Kirke ;Marcussen & Søn;;11;1;Pedal
1945;Hjardemål Kirke ;Th. Frobenius & Co;;7;1;(Intet Pedal)
1969;Hjembæk Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1980;Hjerk Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1985;Hjerm Østre Kirke ;Th. Frobenius & Sønner;> Orgelbyggeriet [se noter].;7;1;Pedal
1981;Hjerndrup Kirke ;Marcussen & Søn;;10;2;Pedal
1990;Hjerting Kirke ;P. Bruhn & Søn;;4;2;Anhangspedal
1988;Hjordkær Kirke ;P. Bruhn & Søn;;12;2;Pedal
1974;Hjortdal Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1975;Silkeborg, Balle Kirke ;Marcussen & Søn;;10;2;Pedal
1968;Hjørring, Sct. Catharinæ Kirke;Marcussen & Søn;;5;1;Anhangspedal
1980;Hjørring, Sct. Hans Kirke ;P. Bruhn & Søn;;15;2;Pedal
1972;Hjørring, Sct. Olai Kirke ;Bruno Christensen;;14;2;Pedal
1979;Ho Kirke ;Marcussen & Søn;Rolf Graae i samarbejde med Richard Aas;6;1;Pedal
1947;Hodde kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
1978;Holbæk Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1978;Holeby Kirke ;Frederiksborg Orgelbyggeri;;5;1;Pedal
1967;Holme Kirke ;Marcussen & Søn;;15;2;Pedal
1961;Holme Olstrup Kirke ;Th. Frobenius & Co;;6;1;Pedal
1977;Holmsland, Gammelsogn Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1978;Holte, Gammel Holte Kirke ;Th. Frobenius & Sønner;Orgelbyggeriet i samarbejde med kirkens arkitekter Halldor Gunløgsson & Jørn Nielsen.;17;2;Pedal
1861;Holtug kirke ;Frederik Hoffmann Ramus;;7;1;(Intet Pedal)
1986;Homå Kirke ;Marcussen & Søn;;7;1;Pedal
1977;Horbelev Kirke ;I. Starup & Søn;;7;1;Pedal
1971;Hornbæk Kirke ;I. Starup & Søn;;12;2;Pedal
1957;Horne Kirke ;Marcussen & Søn;;10;2;Pedal
1979;Hornstrup Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen [se noter].;9;2;Pedal
1971;Hornum Kirke ;Marcussen & Søn;Orgelbyggeriet [se noter].;4;1;(Intet Pedal)
1987;Horsens Kirke ;Marcussen & Søn;;13;2;Pedal
1960 (?);Horslunde Kirke ;I. Starup & Søn;;7;1;Pedal
1952;Hou Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1977;Hou Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1984;Hove Kirke ;P. Bruhn & Søn;Poul Hansen & Ib Lydholm [se noter].;10;2;Pedal
1987;Hoven Kirke ;P. Bruhn & Søn;;7;1;Pedal
1978;Hundige Kirke ;Th. Frobenius & Sønner;Ejvind Draiby [se noter].;26;3;Pedal
1979;Hundstrup Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1984;Hvejsel Kirke ;P. Bruhn & Søn;;7;1;Pedal
1962;Glud Kirke ;Marcussen & Søn;Rolf Graae [Dansk Orgelaarbog 1987-89 s. 12];10;2;Pedal
1942;Østerbølle Kirke ;A.C. Zachariasen;;6;2;Pedal
1966 (?);Hvidbjerg Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1964;Hundstrup Kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal
1958;Vridsløselille Fængselskirke ;Wilhelm Hemmersam;;8;2;Pedal
1989;Knebel Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1961;Kværkeby Kirke ;Th. Frobenius & Co;> Marinus Andersen [se noter].;11;2;Pedal
1990;Majbølle Kirke ;Marcussen & Søn;> Niels Munk [Infomedia 09-02-2008].;12;2;Pedal
1974;Mogenstrup Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1990;Nørre Kongerslev Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1947;Ravnstrup Kirke ;Marcussen & Søn;;7;1;Pedal
1990;Stilling Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1964;Svendborg, Sct. Jørgens Kirke ;Marcussen & Søn;;15;2;Pedal
1990;Sødring Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1990;Tjele Kirke ;P. Bruhn & Søn;;5;1;Pedal
1971;Toreby Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;19;2;Pedal
1990;Tuse Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal
1990;Tømmerby Kirke ;P. Bruhn & Søn;;18;2;Pedal
1990;Vesløs Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1965;Vesløs Valgmenighedskirke ;Frederiksborg Orgelbyggeri;;4;1;(Intet Pedal)
1990;Vinderslev Kirke ;Marcussen & Søn;;14;2;Pedal
1990;Vive Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1990;Vollerslev Kirke ;Gunnar Fabricius Husted;;11;2;Pedal
1990;Ødum Kirke ;Marcussen & Søn;;12;2;Pedal
1990;Årslev Kirke ;Bruno Christensen & Sønner;;11;2;Pedal
1989;Sønder Galten Kirke ;Jensen & Thomsen;;16;2;Pedal
1981;Jersie Kirke ;Fyns Orgelbyggeri;;14;2;Pedal
1989;Korning Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1989;Lynge Kirke ;Marcussen & Søn;;10;2;Pedal
1989;Mejrup Kirke ;Bruno Christensen & Sønner;;13;2;Pedal
1961;Nørre Bork Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1963;Nørre Vinge Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1989;Nøvling Kirke ;Bruno Christensen & Sønner;;15;2;Pedal
1973;Råsted Kirke ;Bruno Christensen;;6;1;Pedal
1989;Sir Kirke ;Bruno Christensen & Sønner;Alan Havsteen-Mikkelsen [iflg. Orglet 1990,1].;8;2;Pedal
1989;Skive, Egeris Kirke ;P. Bruhn & Søn;;18;2;Pedal
1956;Slagslunde Kirke ;Th. Frobenius & Co;;10;2;Pedal
1989;Thorum Kirke ;Marcussen & Søn;;7;1;Pedal
1989;Vejerslev Kirke ;Marcussen & Søn;;11;2;Pedal
1984;Vistoft Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1989;Ølstrup Kirke ;Marcussen & Søn;;6;1;(Intet Pedal)
1989;Øster Alling Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1989;Åby Kirke ;Marcussen & Søn;;15;2;Pedal
1988;Hyllinge Kirke ;Jensen & Thomsen;;7;1;Pedal
1988;Hørby Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1988;Kvorning Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1946;Lyndby Kirke ;Th. Frobenius & Co;;6;1;Pedal
1955;Nørre Lyngvig Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1964;Mern Kirke ;Brdr. Bruhn;;12;2;Pedal
1971;Oudrup Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
1988;Aggersborg Kirke ;Jensen & Thomsen;;6;1;Pedal
1988;Solrød Strandkirke ;Poul-Gerhard Andersen's Orgelbyggeri;Keld Wohlert.;21;2;Pedal
1988;Suldrup Kirke ;Bruno Christensen & Sønner;;9;2;Pedal
1988;Sønder Onsild Kirke ;Bruno Christensen & Sønner;;9;2;Pedal
1965;Testrup Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1988;Trustrup Kirke ;Jensen & Thomsen;;4;1;Anhangspedal
1982;Vester Velling Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1980;Visby Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1988;Voel Kirke ;Marcussen & Søn;;9;2;Pedal
1988;Vorgod Kirke ;Marcussen & Søn;;8;2;Pedal
1987;Klejs Kirke ;Th. Frobenius & Sønner;;5;1;Anhangspedal
1987;Kokkedal Kirke ;Jensen & Thomsen;;22;2;Pedal
1987;København, Trinitatis Kirke;Poul-Gerhard Andersen's Orgelbyggeri;> Inger og Johannes Exner.;9;2;Pedal
1987;Randlev Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1987;Rom Kirke ;P. Bruhn & Søn;> Orgelbyggeriet. Bemaling udført af kunstmaler Kaja Tøt, Bækmarksbro. [Lemvig Folkeblad 07-12-1987].;11;2;Pedal
1966;Skannerup Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1987;Skellerup Kirke ;Marcussen & Søn;;12;2;Pedal
1987;Smollerup Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1975;Storring Kirke ;Jydsk Orgelbyggeri;> Edvard Thomsen [Orglet 1976,1].;7;1;Pedal
1987;Sønderhå Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1987;Sørup Kirke ;Carsten Lund;;6;1;Pedal
1987;Terndrup Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1987;Tingsted Kirke ;Carsten Lund;;9;2;Pedal
1987;Tornby Kirke ;Marcussen & Søn;;14;2;Pedal
1987;Vorning Kirke ;Th. Frobenius & Sønner;;6;1;(Intet Pedal)
1986;Klim Kirke ;Gunnar Fabricius Husted;;7;2;Pedal
1986;Kobberup Kirke ;Bruno Christensen & Sønner;;13;2;Pedal
1986;Kollerup Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
1971;Kølkær Kirke ;Jensen & Thomsen;;6;1;Pedal
1986;Lodbjerg Kirke ;P. Bruhn & Søn;;4;1;Anhangspedal
1961;Mårum Kirke ;Th. Frobenius & Co;> Viggo Hardie-Fischer. [Danmarks Kirker]. [Se Noter].;14;2;Pedal
1986;Næstved, Sct. Jørgens Kirke ;Carsten Lund;;21;2;Pedal
1941;Ruds Vedby Kirke ;Marcussen & Søn;;7;1;Pedal
1986;Røjleskov Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1986;Skast Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1982;Snesere Kirke ;Jensen & Thomsen;;15;2;Pedal
1953;Store Tåstrup Kirke ;I. Starup & Søn;;8;1;Pedal
1986;Ulsted Kirke ;Marcussen & Søn;;10;2;Pedal
1986;Ulkebøl Kirke;P. Bruhn & Søn;Ebbe Lehn Petersen [Menighedsrådenes Blad 1986,12];4;1;(Intet Pedal)
1986;Ørum Kirke ;P. Bruhn & Søn;;5;1;Pedal
1986;Østerild Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1986;Ålum Kirke ;Jensen & Thomsen;;9;2;Pedal
1890;Kædeby Kirke ;Knud Olsen;;5;1;(Intet Pedal)
1985;Hvorup Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1985;Linå Kirke ;Marcussen & Søn;;16;2;Pedal
1958;Mammen Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1985;Raklev Kirke ;Gunnar Fabricius Husted;Rolf Graae;17;2;Pedal
1985;Råbjerg Kirke ;Marcussen & Søn;;7;1;Pedal
1985;Spjellerup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;7;1;Pedal
1985;Strib Kirke ;Th. Frobenius & Sønner;;12;2;Pedal
1985;Sulsted Kirke ;Marcussen & Søn;;15;2;Pedal
1967;Ubberud Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1957;Villerslev Kirke ;Frederiksborg Orgelbyggeri;;7;1;Pedal
1984;Uge Kirke ;Marcussen & Søn;;9;2;Pedal
1984;Jordrup Kirke ;P. Bruhn & Søn;;7;1;Pedal
1975;Lille Fuglede Kirke ;Svend E. Nielsen;;6;1;Pedal
1984;Lindholm Kirke ;Bruno Christensen & Sønner;;26;2;Pedal
1984;Otting Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1985;Ribe Domkirke;Bruno Christensen & Sønner;;5;1;Pedal
1984;Ringive Kirke ;Marcussen & Søn;> Ebbe Lehn Petersen [Orglet 1985,1].;10;2;Pedal
1984;Tolne Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1984;Vejlø Kirke ;I. Starup & Søn;;7;1;Pedal
1984;Ølstykke Kirke ;Marcussen & Søn;;14;3;Pedal
1984;Aarhus, Skjoldhøj Kirke ;Bruno Christensen & Sønner;;24;2;Pedal
1983;Hørsted Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1983;København, Tingbjerg Kirke;Jensen & Thomsen;;14;2;Pedal
1967;Langelund Kirke ;Jydsk Orgelbyggeri;Ole Hagen [Vejle Amts Folkeblad 22. maj 1967].;6;1;Pedal
1983;Magstrup Kirke ;Marcussen & Søn;;10;2;Pedal
1983;Marie Magdalene Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1983;Mejdal Kirke ;Marcussen & Søn;;10;2;Pedal
1983;Odense, Hjallese Kirke ;Marcussen & Søn;;19;2;Pedal
1959;Olstrup Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1983;Pårup Kirke ;Marcussen & Søn;Rolf Graae;17;2;Pedal
1937;Randers Klosterkirke ;A.C. Zachariasen & Søn;;12;2;Pedal
1983;Rud Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1983;Sejling Kirke ;Marcussen & Søn;;7;1;Pedal
1983;Skodborg Kirke ;Marcussen & Søn;;14;2;Pedal
1980;Stenbjerg Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1983;Store Ajstrup Kirke ;Gunnar Fabricius Husted;Poul Brøgger;4;1;Anhangspedal
1983;Udby Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;10;2;Pedal
1983;Thorup Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1984;Vroue kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1926;Aalborg, Sct. Mariæ Kirke ;Th. Frobenius & Co;;20;2;Pedal
1981;Holstebro, Ellebæk Kirke ;Marcussen & Søn;;20;2;Pedal
1979;Jerlev Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1969;Jungshoved Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1976;Kildebrønde Kirke ;Frederiksborg Orgelbyggeri;;12;2;Pedal
1979;Klejtrup Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1979;Kolding, Simon Peters Kirke ;Th. Frobenius & Sønner;;22;2;Pedal
1982;Hårlev Kirke ;Frederiksborg Orgelbyggeri;;12;2;Pedal
1972;Jerup Kirke ;I. Starup & Søn;;6;1;Pedal
1982;Karlslunde Strandkirke ;Carsten Lund;;15;2;Pedal
1982;Kirke Hyllinge Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1982;København, Kastrup Annekskirke;Bruno Christensen & Sønner;;8;2;Pedal
1982;Levring Kirke ;P. Bruhn & Søn;;12;2;Pedal
1982;Lyø Kirke ;Marcussen & Søn;;4;1;(Intet Pedal)
1982;Morild Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1982;Nørre Asmindrup Kirke ;Jensen & Thomsen;> Gustav Valentiner [Danmarks Kirker].;8;2;Pedal
1983;Nøvling Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1982;Oppe Sundby Kirke ;Jensen & Thomsen;;11;2;Pedal
1957;Rold Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1982;Rørdal Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1981;Skibsted Kirke ;Jydsk Orgelbyggeri;;10;2;Pedal
1982;Taulov Kirke ;Marcussen & Søn;;15;2;Pedal
1972;Tolstrup Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1982;Uggerby Kirke ;Marcussen & Søn;;10;2;Pedal
1982;Ulfkær Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1957;Villersø Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1982;Vorde Kirke ;Bruno Christensen & Sønner;;9;2;Pedal
1982;Vust Kirke ;Gunnar Fabricius Husted;;4;1;Anhangspedal
1982;Ørum Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1982;Aalborg, Vejgaard Kirke ;Th. Frobenius & Sønner;;20;2;Pedal
1953;København, Enghave Kirke;Th. Frobenius & Co;;25;2;Pedal
1981;Kettrup Kirke ;Gunnar Fabricius Husted;;11;2;Pedal
1981;Kolt Kirke ;Th. Frobenius & Sønner;;12;2;Pedal
1981;Lyne Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1981;Løvel Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1981;Resen Kirke ;Th. Frobenius & Sønner;Poul Hansen & Ib Lydholm (omdannelse af ældre facade).;8;1;Pedal
1981;Saksild Kirke ;Th. Frobenius & Sønner;;9;2;Pedal
1981;Spandet Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1981;Stauning Kirke ;Th. Frobenius & Sønner;;11;2;Pedal
1981;Sædding Kirke ;P. Bruhn & Søn;;7;1;Pedal
1981;Sønderbæk Kirke ;Jensen & Thomsen;;6;1;Pedal
1981;Thorning Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal
1981;Tved Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;10;2;Pedal
1981;Vidstrup Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1981;Villingerød Kirke ;Niels Ehlert;;7;1;Pedal
1981;Vinding Kirke ;Bruno Christensen & Sønner;;8;1;Pedal
1981;Viuf Kirke ;Sven-Erik Erbs;;7;1;Pedal
1981;Voldby Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;8;1;Pedal
1981;Øster Løgum Kirke ;P. Bruhn & Søn;;13;2;Pedal
1981;Øster Lindet Kirke ;P. Bruhn & Søn;;8;2;Pedal
1980;Hørby Kirke ;Marcussen & Søn;;7;1;Pedal
1980;Karleby Kirke ;Jensen & Thomsen;;5;1;Anhangspedal
1980;Kirke Såby Kirke ;Th. Frobenius & Sønner;;12;2;Pedal
1980;Randers, Kristrup Kirke ;Jensen & Thomsen;;18;2;Pedal
1980;Kvislemark Kirke ;I. Starup & Søn;;5;1;Anhangspedal
1980;Langskov Kirke ;Th. Frobenius & Sønner;> Orglet er tegnet af orgelbyggeriet, [se noter].;7;1;Pedal
1980;Lindum Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1967;Munkebo Kirke ;Th. Frobenius & Sønner;> Ebbe Lehn Petersen. [Media].;12;2;Pedal
1980;Mønsted Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1980;Nakskov Baptistkirke ;Finn Krohn;;4;1;Pedal
1980;Rybjerg Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1980;Skinnerup Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1980;Kornum Kirke ;Th. Frobenius & Sønner;;4;1;Anhangspedal
1980;Spørring Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1980;Sønder Nærå Valgmenighedskirke ;Bruno Christensen & Sønner;> Orgelbyggeriet [se noter].;6;1;Pedal
1980;Varpelev Kirke ;Gunnar Fabricius Husted;;4;1;Anhangspedal
1980;Vemmelev Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
1980;Østervrå Baptistkirke ;Svend E. Nielsen;;6;1;Pedal
1970;Ljørslev Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1979;Kvols Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1979;København, Anna Kirke;Bruno Christensen & Sønner;> Rolf Graae & Erling Jessen.;20;2;Pedal
1979;København, Ansgar Kirke;Conrad Christiansen;;22;2;Pedal
1979;Lendum Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
1979;Linde Kirke ;Fyns Orgelbyggeri;;7;2;Pedal
1979;Lundø Kirke ;P. Bruhn & Søn;;4;1;Anhangspedal
1979;Mejlby Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1979;Mårslet Kirke ;Marcussen & Søn;;12;2;Pedal
1979;Nordlunde Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1979;Orø Kirke ;Fyns Orgelbyggeri;;7;2;Pedal
1979;Over Hadsten Kirke ;P. Bruhn & Søn;;5;1;Pedal
1979;Oure Kirke ;P. Bruhn & Søn;;9;2;Pedal
1979;Ringsted, Sct. Bendts Kirke;Poul-Gerhard Andersen's Orgelbyggeri;;4;1;(Intet Pedal)
1979;Rær Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1979;Råsted Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1979;Skødstrup Kirke ;Marcussen & Søn;;14;2;Pedal
1862;Skørpinge Kirke ;Demant & Søn;;6;1;(Intet Pedal)
1969;Torup Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1979;Tårup Kirke ;Bruno Christensen & Sønner;;8;2;Pedal
1979;Vangede Kirke ;Th. Frobenius & Sønner;Johan Otto von Spreckelsen;40;3;Pedal
1979;Vantinge Kirke ;Fyns Orgelbyggeri;;6;1;Pedal
1883;Vedsted Kirke ;Marcussen & Søn;;9;1;Pedal
1979;Vester Tørslev Kirke ;Fyns Orgelbyggeri;;4;1;Anhangspedal
1981;Vinding Kirke ;P. Bruhn & Søn;;8;2;Pedal
1979;Aarhus, Langenæs Kirke;Fyns Orgelbyggeri;;4;1;(Intet Pedal)
1978;Høje Tåstrup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;22;2;Pedal
1978;Juelsminde Kirke ;Bruno Christensen & Sønner;Orgelbyggeriet [Vejle Amts Folkeblad 13-03-1978, se noter].;10;2;Pedal
1978;Jørsby Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1978;Kimmerslev Kirke ;Frederiksborg Orgelbyggeri;;5;1;Anhangspedal
1978;Klakring Kirke ;Jensen & Thomsen;;6;1;Pedal
1968;Grandløse Kirke ;Jensen & Thomsen;> Rolf Graae.;6;1;Pedal
1978;Lunde Kirke ;I. Starup & Søn;> Formentlig Niels Rosenkjær (1911-orglet) [Danmarks Kirker].;7;1;Pedal
1858;Næstelsø Kirke ;Knud Olsen;;7;1;Pedal
1958;Nørre Nebel Kirke ;Wilhelm Hemmersam;;8;1;Pedal
1978;Orte Kirke ;P. Bruhn & Søn;;13;2;Pedal
1978;Sindal Bykirke ;Gunnar Fabricius Husted;;16;2;Pedal
1978;Skanderborg, Skanderup Kirke ;Th. Frobenius & Sønner;;14;2;Pedal
1977;Skjellerup Kirke ;Jensen & Thomsen;;7;1;Pedal
1978;Skjold Kirke ;Bruno Christensen & Sønner;Hans Nielsen [se noter.];7;1;Pedal
1978;Skræm Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1978;Stenild Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1978;Stenum Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1978;Store Brøndum Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1978;Systofte Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal
1978;Sønderup Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1978;Torslev Kirke ;Bruno Christensen & Sønner;;13;2;Pedal
1978;Tostrup Kirke ;P. Bruhn & Søn;;7;1;Pedal
1978;Tæbring Kirke ;Fyns Orgelbyggeri;;4;1;(Intet Pedal)
1978;Veerst Kirke ;P. Bruhn & Søn;;7;1;Pedal
1978;Vindeby Kirke ;Conrad Christiansen;;7;1;Pedal
1978;Vognsild Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1978;Ørum Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1977;Idom Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
1977;Lemming Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1858;Lindelse Kirke ;Marcussen & Søn;;14;2;Pedal
1977;Navr Kirke ;P. Bruhn & Søn;;6;1;Pedal
1977;Nørresundby, Nørre Uttrup Kirke ;Bruno Christensen & Sønner;;24;2;Pedal
1977;Ormslev Kirke ;Bruno Christensen & Sønner;;13;2;Pedal
1977;Randers, Sct. Mortens Kirke;Fyns Orgelbyggeri;;4;1;(Intet Pedal)
1977;Reerslev Kirke ;Bruno Christensen & Sønner;;11;2;Pedal
1977;Rødding Kirke ;P. Bruhn & Søn;;9;2;Pedal
1977;Store Dalby Kirke ;Fyns Orgelbyggeri;;5;1;Pedal
1945;Sæby Baptistkirke ;A.C. Zachariasen & Søn;;14;2;Pedal
1968;Finderup Kirke ;Jensen & Thomsen;;14;2;Pedal
1977;Tim Kirke ;I. Starup & Søn;;8;1;Pedal
1971;Tise Kirke ;Jydsk Orgelbyggeri;> Edv. Thomsen. [Orglet 1973,1];6;1;Pedal
1977;Toksværd Kirke ;Th. Frobenius & Sønner;;8;1;Pedal
1977;Urup Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1977;Vester Egesborg Kirke ;Jensen & Thomsen;;6;1;Anhangspedal
1977;Vindum Kirke ;Carsten Lund;;8;2;Pedal
1977;Ølst Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1977;Aarhus, Gellerup Kirke ;Bruno Christensen & Sønner;;28;2;Pedal
1976;København, Husumvold Kirke;Jensen & Thomsen;;15;2;Pedal
1976;København, Sct. Antoni Kirke;Frederiksborg Orgelbyggeri;;5;1;Pedal
1976;København, Solvang Kirke;Th. Frobenius & Sønner;;21;2;Pedal
1976;Lundby Kirke ;Carsten Lund;;6;1;Pedal
1967;Læsten Kirke ;I. Starup & Søn;;4;1;Anhangspedal
1946;Nakskov, katolske kirke ;Marcussen & Søn;;6;1;(Intet Pedal)
1976;Næsbyhoved-Broby Kirke ;Bruno Christensen & Sønner;Andreas Isager, Isager Arkitekter Aps i samarbejde med orgelbyggeriet [2015]. [Meddelt 2016 af orgelbyggeriet].;15;2;Pedal
1976;Nørre Broby Kirke ;Marcussen & Søn;;8;1;Pedal
1976;Randbøl Kirke ;Jydsk Orgelbyggeri;> Edvard Thomsen [iflg. medd. fra orgelbyggeriet].;5;1;Pedal
1976;Serup Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1976;Smidstrup Kirke ;P. Bruhn & Søn;;14;2;Pedal
1976;Stoholm Kirke ;Gunnar Fabricius Husted;;11;2;Pedal
1976;Sønder Vissing Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1976;Sønderup Kirke ;Th. Frobenius & Sønner;Peter Paludan.;7;1;Pedal
1974;Mandø Kirke ;P. Bruhn & Søn;;5;2;Pedal
1976;Tårbæk Kirke ;Th. Frobenius & Sønner;;22;3;Pedal
1976;Vellerup Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1976;Vesterbølle Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1897;Endelave Kirke ;A.H. Busch & Sønner;;7;1;Pedal
1976;Vindinge Kirke ;P. Bruhn & Søn;;14;2;Pedal
1976;Visby Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
1976;Voer Kirke ;P. Bruhn & Søn;;9;2;Pedal
1976;Øster Velling Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1976;Ådum Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1972;Aalborg, Vesterkær Kirke ;I. Starup & Søn;;17;2;Pedal
1959;Hyllebjerg Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1964;Nexø Kirke ;Th. Frobenius & Co;;19;2;Pedal
1974;Sahl Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;7;1;Pedal
1975;Ikast, Østre Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
